Algorithm,Allocation,Processes,MessageSize,Latency
Default,socket,4,8192,5.90
Default,socket,4,16384,8.80
Default,socket,4,32768,13.89
Default,socket,4,65536,22.21
Default,socket,4,131072,38.76
Default,socket,4,262144,76.55
Default,socket,4,524288,160.66
Default,socket,4,1048576,482.26
Default,socket,8,1,0.91
Default,socket,8,2,0.91
Default,socket,8,4,0.92
Default,socket,8,8,0.99
Default,socket,8,16,0.97
Default,socket,8,32,1.47
Default,socket,8,64,1.20
Default,socket,8,128,1.91
Default,socket,8,256,1.96
Default,socket,8,512,2.15
Default,socket,8,1024,2.53
Default,socket,8,2048,3.44
Default,socket,8,4096,4.95
Default,socket,8,8192,7.21
Default,socket,8,16384,13.51
Default,socket,8,32768,22.02
Default,socket,8,65536,42.55
Default,socket,8,131072,85.97
Default,socket,8,262144,172.32
Default,socket,8,524288,347.30
Default,socket,8,1048576,528.56
Default,socket,12,1,1.13
Default,socket,12,2,1.05
Default,socket,12,4,1.02
Default,socket,12,8,1.24
Default,socket,12,16,1.24
Default,socket,12,32,1.53
Default,socket,12,64,1.28
Default,socket,12,128,2.02
Default,socket,12,256,2.10
Default,socket,12,512,2.29
Default,socket,12,1024,2.84
Default,socket,12,2048,3.97
Default,socket,12,4096,5.68
Default,socket,12,8192,8.52
Default,socket,12,16384,16.02
Default,socket,12,32768,31.86
Default,socket,12,65536,64.74
Default,socket,12,131072,132.03
Default,socket,12,262144,263.08
Default,socket,12,524288,517.94
Default,socket,12,1048576,899.67
Default,socket,14,1,1.28
Default,socket,14,2,1.19
Default,socket,14,4,1.17
Default,socket,14,8,1.48
Default,socket,14,16,1.47
Default,socket,14,32,1.62
Default,socket,14,64,1.45
Default,socket,14,128,2.17
Default,socket,14,256,2.30
Default,socket,14,512,2.42
Default,socket,14,1024,2.95
Default,socket,14,2048,3.81
Default,socket,14,4096,5.86
Default,socket,14,8192,9.02
Default,socket,14,16384,15.36
Default,socket,14,32768,29.23
Default,socket,14,65536,57.91
Default,socket,14,131072,116.76
Default,socket,14,262144,231.32
Default,socket,14,524288,426.26
Default,socket,14,1048576,809.93
Default,socket,16,1,1.40
Default,socket,16,2,1.35
Default,socket,16,4,1.34
Default,socket,16,8,1.33
Default,socket,16,16,1.36
Default,socket,16,32,1.68
Default,socket,16,64,1.64
Default,socket,16,128,2.46
Default,socket,16,256,2.98
Default,socket,16,512,2.99
Default,socket,16,1024,3.42
Default,socket,16,2048,4.59
Default,socket,16,4096,6.42
Default,socket,16,8192,9.34
Default,socket,16,16384,18.81
Default,socket,16,32768,28.96
Default,socket,16,65536,50.09
Default,socket,16,131072,97.34
Default,socket,16,262144,191.99
Default,socket,16,524288,366.84
Default,socket,16,1048576,408.30
Default,socket,20,1,2.81
Default,socket,20,2,2.84
Default,socket,20,4,2.83
Default,socket,20,8,2.84
Default,socket,20,16,2.82
Default,socket,20,32,3.39
Default,socket,20,64,3.12
Default,socket,20,128,3.89
Default,socket,20,256,4.31
Default,socket,20,512,4.55
Default,socket,20,1024,5.16
Default,socket,20,2048,6.52
Default,socket,20,4096,8.25
Default,socket,20,8192,11.74
Default,socket,20,16384,19.70
Default,socket,20,32768,30.26
Default,socket,20,65536,51.10
Default,socket,20,131072,99.18
Default,socket,20,262144,191.96
Default,socket,20,524288,363.80
Default,socket,20,1048576,703.32
Default,socket,24,1,2.38
Default,socket,24,2,2.36
Default,socket,24,4,2.35
Default,socket,24,8,2.35
Default,socket,24,16,2.52
Default,socket,24,32,2.93
Default,socket,24,64,2.78
Default,socket,24,128,3.48
Default,socket,24,256,3.81
Default,socket,24,512,4.11
Default,socket,24,1024,4.70
Default,socket,24,2048,6.12
Default,socket,24,4096,8.82
Default,socket,24,8192,13.44
Default,socket,24,16384,22.05
Default,socket,24,32768,34.91
Default,socket,24,65536,60.86
Default,socket,24,131072,121.26
Default,socket,24,262144,246.32
Default,socket,24,524288,469.95
Default,socket,24,1048576,820.33
Default,node,2,1,1.03
Default,node,2,2,1.00
Default,node,2,4,1.01
Default,node,2,8,1.00
Default,node,2,16,1.02
Default,node,2,32,1.04
Default,node,2,64,1.27
Default,node,2,128,1.13
Default,node,2,256,1.23
Default,node,2,512,1.28
Default,node,2,1024,1.39
Default,node,2,2048,1.75
Default,node,2,4096,3.12
Default,node,2,8192,3.93
Default,node,2,16384,5.61
Default,node,2,32768,9.32
Default,node,2,65536,12.15
Default,node,2,131072,21.36
Default,node,2,262144,32.23
Default,node,2,524288,53.55
Default,node,2,1048576,96.04
Default,node,4,1,0.37
Default,node,4,2,0.38
Default,node,4,4,0.36
Default,node,4,8,0.36
Default,node,4,16,0.37
Default,node,4,32,0.56
Default,node,4,64,0.68
Default,node,4,128,0.81
Default,node,4,256,1.03
Default,node,4,512,1.14
Default,node,4,1024,1.43
Default,node,4,2048,2.03
Default,node,4,4096,3.26
Default,node,4,8192,5.07
Default,node,4,16384,6.11
Default,node,4,32768,9.85
Default,node,4,65536,16.32
Default,node,4,131072,30.11
Default,node,4,262144,46.92
Default,node,4,524288,86.71
Default,node,4,1048576,217.84
Default,node,8,1,1.61
Default,node,8,2,1.62
Default,node,8,4,1.61
Default,node,8,8,1.75
Default,node,8,16,1.73
Default,node,8,32,1.92
Default,node,8,64,2.00
Default,node,8,128,2.26
Default,node,8,256,2.73
Default,node,8,512,2.90
Default,node,8,1024,3.41
Default,node,8,2048,4.26
Default,node,8,4096,6.71
Default,node,8,8192,9.70
Default,node,8,16384,15.18
Default,node,8,32768,15.48
Default,node,8,65536,24.66
Default,node,8,131072,40.80
Default,node,8,262144,87.19
Default,node,8,524288,170.77
Default,node,8,1048576,347.18
Default,node,12,1,2.08
Default,node,12,2,1.79
Default,node,12,4,1.78
Default,node,12,8,1.97
Default,node,12,16,1.99
Default,node,12,32,2.21
Default,node,12,64,2.25
Default,node,12,128,2.78
Default,node,12,256,3.05
Default,node,12,512,3.09
Default,node,12,1024,3.60
Default,node,12,2048,4.55
Default,node,12,4096,7.50
Default,node,12,8192,10.69
Default,node,12,16384,18.01
Default,node,12,32768,17.45
Default,node,12,65536,29.18
Default,node,12,131072,50.49
Default,node,12,262144,137.37
Default,node,12,524288,273.21
Default,node,12,1048576,500.02
Default,node,14,1,1.78
Default,node,14,2,1.73
Default,node,14,4,1.72
Default,node,14,8,1.87
Default,node,14,16,1.87
Default,node,14,32,2.12
Default,node,14,64,2.17
Default,node,14,128,2.77
Default,node,14,256,3.06
Default,node,14,512,3.08
Default,node,14,1024,3.57
Default,node,14,2048,4.51
Default,node,14,4096,7.60
Default,node,14,8192,10.85
Default,node,14,16384,18.38
Default,node,14,32768,18.25
Default,node,14,65536,30.09
Default,node,14,131072,52.98
Default,node,14,262144,157.32
Default,node,14,524288,315.08
Default,node,14,1048576,576.68
Default,node,16,1,1.92
Default,node,16,2,1.87
Default,node,16,4,1.88
Default,node,16,8,1.87
Default,node,16,16,1.87
Default,node,16,32,1.96
Default,node,16,64,2.24
Default,node,16,128,2.66
Default,node,16,256,3.43
Default,node,16,512,3.36
Default,node,16,1024,3.76
Default,node,16,2048,4.85
Default,node,16,4096,7.03
Default,node,16,8192,10.24
Default,node,16,16384,20.05
Default,node,16,32768,29.52
Default,node,16,65536,51.14
Default,node,16,131072,95.48
Default,node,16,262144,165.11
Default,node,16,524288,325.55
Default,node,16,1048576,413.93
Default,node,20,1,2.17
Default,node,20,2,2.15
Default,node,20,4,2.14
Default,node,20,8,2.14
Default,node,20,16,2.14
Default,node,20,32,2.30
Default,node,20,64,2.54
Default,node,20,128,3.19
Default,node,20,256,3.54
Default,node,20,512,3.56
Default,node,20,1024,4.15
Default,node,20,2048,5.37
Default,node,20,4096,7.59
Default,node,20,8192,10.90
Default,node,20,16384,20.95
Default,node,20,32768,31.80
Default,node,20,65536,58.22
Default,node,20,131072,99.00
Default,node,20,262144,191.25
Default,node,20,524288,368.31
Default,node,20,1048576,512.14
Default,node,24,1,2.08
Default,node,24,2,2.00
Default,node,24,4,1.99
Default,node,24,8,2.00
Default,node,24,16,1.99
Default,node,24,32,2.21
Default,node,24,64,2.47
Default,node,24,128,3.12
Default,node,24,256,3.36
Default,node,24,512,3.55
Default,node,24,1024,4.16
Default,node,24,2048,5.30
Default,node,24,4096,7.63
Default,node,24,8192,10.88
Default,node,24,16384,21.29
Default,node,24,32768,33.91
Default,node,24,65536,61.25
Default,node,24,131072,105.69
Default,node,24,262144,199.40
Default,node,24,524288,381.68
Default,node,24,1048576,460.11
