Algorithm,Allocation,Processes,MessageSize,Latency
Linear,socket,18,131072,107.23
Linear,socket,18,262144,211.42
Linear,socket,18,524288,422.27
Linear,socket,18,1048576,715.14
Linear,socket,20,1,3.62
Linear,socket,20,2,3.60
Linear,socket,20,4,3.59
Linear,socket,20,8,3.59
Linear,socket,20,16,3.84
Linear,socket,20,32,3.81
Linear,socket,20,64,3.92
Linear,socket,20,128,6.09
Linear,socket,20,256,6.36
Linear,socket,20,512,6.71
Linear,socket,20,1024,8.73
Linear,socket,20,2048,10.77
Linear,socket,20,4096,14.67
Linear,socket,20,8192,21.25
Linear,socket,20,16384,18.24
Linear,socket,20,32768,30.09
Linear,socket,20,65536,55.77
Linear,socket,20,131072,116.29
Linear,socket,20,262144,229.02
Linear,socket,20,524288,448.43
Linear,socket,20,1048576,806.61
Linear,socket,22,1,3.44
Linear,socket,22,2,3.46
Linear,socket,22,4,3.45
Linear,socket,22,8,3.44
Linear,socket,22,16,3.75
Linear,socket,22,32,3.68
Linear,socket,22,64,3.87
Linear,socket,22,128,6.15
Linear,socket,22,256,6.43
Linear,socket,22,512,6.80
Linear,socket,22,1024,8.86
Linear,socket,22,2048,11.00
Linear,socket,22,4096,15.05
Linear,socket,22,8192,21.79
Linear,socket,22,16384,18.28
Linear,socket,22,32768,31.07
Linear,socket,22,65536,56.70
Linear,socket,22,131072,122.33
Linear,socket,22,262144,241.51
Linear,socket,22,524288,444.95
Linear,socket,22,1048576,874.24
Linear,socket,24,1,3.50
Linear,socket,24,2,3.51
Linear,socket,24,4,3.53
Linear,socket,24,8,3.54
Linear,socket,24,16,3.64
Linear,socket,24,32,3.73
Linear,socket,24,64,3.99
Linear,socket,24,128,6.31
Linear,socket,24,256,6.65
Linear,socket,24,512,7.02
Linear,socket,24,1024,9.04
Linear,socket,24,2048,11.42
Linear,socket,24,4096,15.83
Linear,socket,24,8192,23.09
Linear,socket,24,16384,19.28
Linear,socket,24,32768,32.83
Linear,socket,24,65536,59.86
Linear,socket,24,131072,133.07
Linear,socket,24,262144,248.69
Linear,socket,24,524288,477.82
Linear,socket,24,1048576,936.88
Linear,node,2,1,1.02
Linear,node,2,2,0.99
Linear,node,2,4,1.01
Linear,node,2,8,0.99
Linear,node,2,16,1.00
Linear,node,2,32,1.02
Linear,node,2,64,1.25
Linear,node,2,128,1.11
Linear,node,2,256,1.20
Linear,node,2,512,1.24
Linear,node,2,1024,1.37
Linear,node,2,2048,1.74
Linear,node,2,4096,3.10
Linear,node,2,8192,3.87
Linear,node,2,16384,5.56
Linear,node,2,32768,9.14
Linear,node,2,65536,12.07
Linear,node,2,131072,21.16
Linear,node,2,262144,32.09
Linear,node,2,524288,53.48
Linear,node,2,1048576,95.96
Linear,node,4,1,0.35
Linear,node,4,2,0.35
Linear,node,4,4,0.34
Linear,node,4,8,0.35
Linear,node,4,16,0.35
Linear,node,4,32,0.48
Linear,node,4,64,0.75
Linear,node,4,128,0.78
Linear,node,4,256,1.09
Linear,node,4,512,1.18
Linear,node,4,1024,1.41
Linear,node,4,2048,2.17
Linear,node,4,4096,3.29
Linear,node,4,8192,5.02
Linear,node,4,16384,5.92
Linear,node,4,32768,9.84
Linear,node,4,65536,16.24
Linear,node,4,131072,29.66
Linear,node,4,262144,46.95
Linear,node,4,524288,86.40
Linear,node,4,1048576,165.07
Linear,node,6,1,0.52
Linear,node,6,2,0.52
Linear,node,6,4,0.53
Linear,node,6,8,0.53
Linear,node,6,16,0.52
Linear,node,6,32,0.70
Linear,node,6,64,0.94
Linear,node,6,128,1.00
Linear,node,6,256,1.33
Linear,node,6,512,1.43
Linear,node,6,1024,1.75
Linear,node,6,2048,2.65
Linear,node,6,4096,4.14
Linear,node,6,8192,6.07
Linear,node,6,16384,7.40
Linear,node,6,32768,11.86
Linear,node,6,65536,19.89
Linear,node,6,131072,32.76
Linear,node,6,262144,64.13
Linear,node,6,524288,120.23
Linear,node,6,1048576,239.66
Linear,node,8,1,1.96
Linear,node,8,2,1.91
Linear,node,8,4,1.90
Linear,node,8,8,1.90
Linear,node,8,16,1.89
Linear,node,8,32,2.08
Linear,node,8,64,2.11
Linear,node,8,128,2.59
Linear,node,8,256,3.04
Linear,node,8,512,3.40
Linear,node,8,1024,3.51
Linear,node,8,2048,4.65
Linear,node,8,4096,6.33
Linear,node,8,8192,9.08
Linear,node,8,16384,9.45
Linear,node,8,32768,15.41
Linear,node,8,65536,24.51
Linear,node,8,131072,40.40
Linear,node,8,262144,87.40
Linear,node,8,524288,169.25
Linear,node,8,1048576,340.34
Linear,node,12,1,2.08
Linear,node,12,2,2.09
Linear,node,12,4,2.08
Linear,node,12,8,2.09
Linear,node,12,16,2.08
Linear,node,12,32,2.26
Linear,node,12,64,2.54
Linear,node,12,128,3.35
Linear,node,12,256,3.60
Linear,node,12,512,3.75
Linear,node,12,1024,4.36
Linear,node,12,2048,5.74
Linear,node,12,4096,7.99
Linear,node,12,8192,11.77
Linear,node,12,16384,10.83
Linear,node,12,32768,16.60
Linear,node,12,65536,27.21
Linear,node,12,131072,48.16
Linear,node,12,262144,134.79
Linear,node,12,524288,268.36
Linear,node,12,1048576,497.31
Linear,node,14,1,2.07
Linear,node,14,2,2.02
Linear,node,14,4,2.03
Linear,node,14,8,2.03
Linear,node,14,16,2.04
Linear,node,14,32,2.20
Linear,node,14,64,2.46
Linear,node,14,128,3.25
Linear,node,14,256,3.77
Linear,node,14,512,3.89
Linear,node,14,1024,4.59
Linear,node,14,2048,6.20
Linear,node,14,4096,9.16
Linear,node,14,8192,13.70
Linear,node,14,16384,12.01
Linear,node,14,32768,17.97
Linear,node,14,65536,30.30
Linear,node,14,131072,52.61
Linear,node,14,262144,149.43
Linear,node,14,524288,293.20
Linear,node,14,1048576,551.07
Linear,node,16,1,2.36
Linear,node,16,2,2.33
Linear,node,16,4,2.32
Linear,node,16,8,2.31
Linear,node,16,16,2.32
Linear,node,16,32,2.53
Linear,node,16,64,2.68
Linear,node,16,128,3.58
Linear,node,16,256,4.18
Linear,node,16,512,4.31
Linear,node,16,1024,5.30
Linear,node,16,2048,6.84
Linear,node,16,4096,10.03
Linear,node,16,8192,14.98
Linear,node,16,16384,12.64
Linear,node,16,32768,20.70
Linear,node,16,65536,35.26
Linear,node,16,131072,60.90
Linear,node,16,262144,179.81
Linear,node,16,524288,345.10
Linear,node,16,1048576,635.30
Linear,node,18,1,2.59
Linear,node,18,2,2.59
Linear,node,18,4,2.60
Linear,node,18,8,2.62
Linear,node,18,16,2.61
Linear,node,18,32,2.69
Linear,node,18,64,3.10
Linear,node,18,128,3.94
Linear,node,18,256,4.44
Linear,node,18,512,4.60
Linear,node,18,1024,5.79
Linear,node,18,2048,7.26
Linear,node,18,4096,10.26
Linear,node,18,8192,15.25
Linear,node,18,16384,13.05
Linear,node,18,32768,20.78
Linear,node,18,65536,34.66
Linear,node,18,131072,98.57
Linear,node,18,262144,196.61
Linear,node,18,524288,391.85
Linear,node,18,1048576,719.92
Linear,node,20,1,2.73
Linear,node,20,2,2.72
Linear,node,20,4,2.70
Linear,node,20,8,2.72
Linear,node,20,16,2.70
Linear,node,20,32,3.00
Linear,node,20,64,3.31
Linear,node,20,128,4.16
Linear,node,20,256,4.65
Linear,node,20,512,4.95
Linear,node,20,1024,6.36
Linear,node,20,2048,7.98
Linear,node,20,4096,11.64
Linear,node,20,8192,17.62
Linear,node,20,16384,14.22
Linear,node,20,32768,22.74
Linear,node,20,65536,38.44
Linear,node,20,131072,109.23
Linear,node,20,262144,217.66
Linear,node,20,524288,435.75
Linear,node,20,1048576,766.20
Linear,node,22,1,2.82
Linear,node,22,2,2.68
Linear,node,22,4,2.68
Linear,node,22,8,2.69
Linear,node,22,16,2.69
Linear,node,22,32,3.14
Linear,node,22,64,3.15
Linear,node,22,128,4.07
Linear,node,22,256,4.71
Linear,node,22,512,4.98
Linear,node,22,1024,6.46
Linear,node,22,2048,8.08
Linear,node,22,4096,12.35
Linear,node,22,8192,18.83
Linear,node,22,16384,15.02
Linear,node,22,32768,23.74
Linear,node,22,65536,40.56
Linear,node,22,131072,119.31
Linear,node,22,262144,238.56
Linear,node,22,524288,477.88
Linear,node,22,1048576,886.13
Linear,node,24,1,2.78
Linear,node,24,2,2.80
Linear,node,24,4,2.80
Linear,node,24,8,2.80
Linear,node,24,16,2.81
Linear,node,24,32,3.35
Linear,node,24,64,3.30
Linear,node,24,128,4.46
Linear,node,24,256,5.09
Linear,node,24,512,5.38
Linear,node,24,1024,7.07
Linear,node,24,2048,8.83
Linear,node,24,4096,13.08
Linear,node,24,8192,19.95
Linear,node,24,16384,15.80
Linear,node,24,32768,25.44
Linear,node,24,65536,43.40
Linear,node,24,131072,133.76
Linear,node,24,262144,267.38
Linear,node,24,524288,536.38
Linear,node,24,1048576,1006.69
